Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),Dir of Max Gust (10s deg),Spd of Max Gust (km/h),Longitude (x),Latitude (y),Station Name,Climate ID,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),DateNum,FlowRate_05BA002,FlowRate_05BA001,FlowRate_05BB001,FlowRate_05BC001,FlowRate_05BD004,FlowRate_05BC008,FlowRate_05BE007,FlowRate_05BE004,FlowRate_05BF025,FlowRate_05BH013,FlowRate_05BG010,FlowRate_05BG006,FlowRate_05BE999,FlowRate_05BH015,FlowRate_05BH005,FlowRate_05BH008,FlowRate_05BH004
-115.55,51.19,BANFF CS,3050519,2010-11-21,-16.8,-20.8,-18.8,36.8,0,,,1,16,,<31,-115.03,51.03,KANANASKIS,3053600,-16,-25,-20.5,38.5,0,0,2.6,2.6,20,734463,1.08,NaN,9.09,1.55,4.33,0.489,9.53,35.2,6.76,NaN,3.28,0.675,45.7,0.211,NaN,44.5,46.3
-115.55,51.19,BANFF CS,3050519,2010-11-22,-19.5,-24,-21.8,39.8,0,,,0.8,17,,<31,-115.03,51.03,KANANASKIS,3053600,-19.5,-21.5,-20.5,38.5,0,0,1.4,1.4,21,734464,1.13,NaN,9,1.52,10,0.403,14.2,40.5,12,NaN,3.28,0.7,49.1,0.21,NaN,37.6,39.4
-115.55,51.19,BANFF CS,3050519,2010-11-23,-21.5,-35.6,-28.6,46.6,0,,,0.2,16,,<31,-115.03,51.03,KANANASKIS,3053600,-21.5,-36.5,-29,47,0,0,0,0,21,734465,1.17,NaN,9.21,1.5,13.7,0.408,16.7,47,14.4,NaN,3.27,0.74,51.4,0.245,NaN,36.9,38.6
-115.55,51.19,BANFF CS,3050519,2010-11-24,-16.4,-35.1,-25.8,43.8,0,,,0,17,23,41,-115.03,51.03,KANANASKIS,3053600,-4,-32,-18,36,0,0,0,0,21,734466,1.2,NaN,9.33,1.8,16.7,0.4,16.3,53.3,14.6,NaN,3.26,0.775,53.5,0.27,NaN,39.7,41.5
-115.55,51.19,BANFF CS,3050519,2010-11-25,-11.8,-18.5,-15.2,33.2,0,,,0,14,21,52,-115.03,51.03,KANANASKIS,3053600,3,-21,-9,27,0,0,0,0,20,734467,1.18,NaN,9.65,2.05,9.85,0.406,15.1,56.2,11.8,NaN,3.25,0.76,59.8,0.28,NaN,45.2,47
-115.55,51.19,BANFF CS,3050519,2010-11-26,-6.8,-13.6,-10.2,28.2,0,,,0,12,24,54,-115.03,51.03,KANANASKIS,3053600,2.5,-9,-3.3,21.3,0,0,0,0,18,734468,1.18,NaN,10.8,2.1,9.74,0.407,15.4,53.6,11.7,NaN,3.28,0.73,57.7,0.278,NaN,51,52.8
-115.55,51.19,BANFF CS,3050519,2010-11-27,-5.2,-16.1,-10.7,28.7,0,,,0,12,,<31,-115.03,51.03,KANANASKIS,3053600,-1,-10.5,-5.8,23.8,0,0,3,3,15,734469,1.18,NaN,11.8,2.15,3.95,0.449,9.32,48.7,6.76,NaN,3.27,0.72,51.7,0.275,NaN,51.6,53.4
-115.55,51.19,BANFF CS,3050519,2010-11-28,-7.2,-20.3,-13.8,31.8,0,,,0.4,12,,<31,-115.03,51.03,KANANASKIS,3053600,-4,-10.5,-7.3,25.3,0,0,1,1,18,734470,1.2,NaN,12.2,2.12,4.18,0.556,9.07,39.4,6.75,NaN,3.26,0.735,60,0.27,NaN,50.2,52
-115.55,51.19,BANFF CS,3050519,2010-11-29,-6.7,-22.3,-14.5,32.5,0,,,0,12,24,35,-115.03,51.03,KANANASKIS,3053600,-0.5,-18.5,-9.5,27.5,0,0,0,0,17,734471,1.25,NaN,12,2.06,14.5,0.452,16.9,53.6,15.6,NaN,3.27,0.76,57.6,0.26,NaN,51.7,53.4
-115.55,51.19,BANFF CS,3050519,2010-11-30,-5.8,-11.6,-8.7,26.7,0,,,0,12,23,41,-115.03,51.03,KANANASKIS,3053600,3.5,-12,-4.3,22.3,0,0,0,0,16,734472,1.35,NaN,11.6,2.1,14.6,0.425,17.9,63.8,13.1,NaN,3.25,0.77,62.4,0.255,NaN,53.1,54.9
-115.55,51.19,BANFF CS,3050519,2010-12-01,-2.5,-9.7,-6.1,24.1,0,,,0,12,,<31,-115.03,51.03,KANANASKIS,3053600,4,-8,-2,20,0,0,0,0,13,734473,1.38,NaN,12.1,2.15,14.5,0.427,18.1,63.1,12.7,NaN,3.27,0.75,64.7,0.247,NaN,55.9,57.6
-115.55,51.19,BANFF CS,3050519,2010-12-02,-2.5,-12.7,-7.6,25.6,0,,,0,12,,<31,-115.03,51.03,KANANASKIS,3053600,-3.5,-11,-7.3,25.3,0,0,0,0,13,734474,1.37,NaN,13,2.2,14.6,0.425,17.3,66,11.8,NaN,3.26,0.735,69.4,0.242,NaN,58,59.8
-115.55,51.19,BANFF CS,3050519,2010-12-03,-5.8,-17.7,-11.8,29.8,0,,,0,11,,<31,-115.03,51.03,KANANASKIS,3053600,-3,-17,-10,28,0,0,0,0,13,734475,1.4,NaN,13.2,2.17,14.4,0.422,18.4,69.4,15.6,NaN,3.26,0.725,72,0.24,NaN,62.4,64.1
-115.55,51.19,BANFF CS,3050519,2010-12-04,-6.2,-20.1,-13.2,31.2,0,,,0,11,,<31,-115.03,51.03,KANANASKIS,3053600,-2,-16.5,-9.3,27.3,0,0,0,0,13,734476,1.6,NaN,12.8,2.13,7.38,0.447,10.5,57.1,11.6,NaN,3.24,0.712,74.4,0.236,NaN,65.9,67.7
-115.55,51.19,BANFF CS,3050519,2010-12-05,-8.4,-17.8,-13.1,31.1,0,,,0,11,26,32,-115.03,51.03,KANANASKIS,3053600,-6,-18,-12,30,0,0,0,0,13,734477,1.8,NaN,11.5,2.08,7.4,0.455,8.57,44.2,10.5,NaN,3.22,0.708,73.7,0.241,NaN,66.2,68
-115.55,51.19,BANFF CS,3050519,2010-12-06,-3,-16.1,-9.6,27.6,0,,,0,12,24,33,-115.03,51.03,KANANASKIS,3053600,-2,-14.5,-8.3,26.3,0,0,0,0,12,734478,1.85,NaN,10.8,2.02,14.8,0.426,10.7,51,14.2,NaN,3.22,0.705,65.9,0.248,NaN,64.5,66.3
-115.55,51.19,BANFF CS,3050519,2010-12-07,-3,-8.5,-5.8,23.8,0,,,0,12,22,35,-115.03,51.03,KANANASKIS,3053600,6,-9,-1.5,19.5,0,0,0,0,12,734479,1.79,NaN,11.5,1.98,13.4,0.427,11.2,55.4,14.1,NaN,3.23,0.74,66.3,0.263,NaN,60.9,62.7
-115.55,51.19,BANFF CS,3050519,2010-12-08,4.1,-5.5,-0.7,18.7,0,,,0.3,12,24,41,-115.03,51.03,KANANASKIS,3053600,9,-2.5,3.3,14.7,0,0,0,0,11,734480,1.73,NaN,12.4,2.05,14.7,0.411,11.8,65.6,15.5,NaN,3.27,0.77,69.5,0.261,NaN,62.4,64.2
-115.55,51.19,BANFF CS,3050519,2010-12-09,2.2,-9.7,-3.8,21.8,0,,,0.2,12,23,33,-115.03,51.03,KANANASKIS,3053600,4.5,0,2.3,15.7,0,0,4,4,11,734481,1.74,NaN,13.6,1.73,3.34,0.413,11.9,63.4,15.2,NaN,3.28,0.785,69.4,0.246,NaN,60.8,62.6
-115.55,51.19,BANFF CS,3050519,2010-12-10,-9.7,-16,-12.9,30.9,0,,,0.5,12,,<31,-115.03,51.03,KANANASKIS,3053600,-10,-16,-13,31,0,0,0,0,15,734482,1.76,NaN,13.4,1.65,13,0.408,11.7,53.6,14.3,NaN,3.29,0.76,71.3,0.232,NaN,60.8,62.6
-115.55,51.19,BANFF CS,3050519,2010-12-11,-3,-15.2,-9.1,27.1,0,,,0,12,,<31,-115.03,51.03,KANANASKIS,3053600,1,-17.5,-8.3,26.3,0,0,0,0,15,734483,1.85,NaN,12,1.7,9.04,0.407,11.1,50.7,9.23,NaN,3.28,0.73,66.4,0.23,NaN,59.5,61.2
-115.55,51.19,BANFF CS,3050519,2010-12-12,-2.2,-5.7,-4,22,0,,,0.7,13,25,37,-115.03,51.03,KANANASKIS,3053600,7,-7,0,18,0,0,0,0,15,734484,1.95,NaN,11,1.8,9.09,0.403,11.4,51.5,9.18,NaN,3.29,0.72,64.3,0.242,NaN,58.1,59.8
-115.55,51.19,BANFF CS,3050519,2010-12-13,1.8,-3.8,-1,19,0,,,0.2,13,24,39,-115.03,51.03,KANANASKIS,3053600,9,4,6.5,11.5,0,0,0,0,12,734485,2,NaN,10,1.83,15.6,0.403,11.8,57.9,15.3,NaN,3.33,0.73,66.7,0.25,NaN,56.9,58.7
-115.55,51.19,BANFF CS,3050519,2010-12-14,-0.1,-5.7,-2.9,20.9,0,0,,1.3,13,22,41,-115.03,51.03,KANANASKIS,3053600,5,-2.5,1.3,16.7,0,0,0,0,12,734486,1.95,NaN,9.2,1.9,15,0.401,12.8,62.6,15.4,NaN,3.34,0.76,68.9,0.254,NaN,59.4,61.2
-115.55,51.19,BANFF CS,3050519,2010-12-15,-2.1,-6.3,-4.2,22.2,0,,,0.2,14,22,39,-115.03,51.03,KANANASKIS,3053600,1,-2,-0.5,18.5,0,0,0,0,11,734487,1.87,NaN,8.7,1.91,15.2,0.403,13.3,64.4,14.9,NaN,3.31,0.765,68.9,0.251,NaN,59.6,61.4
-115.55,51.19,BANFF CS,3050519,2010-12-16,-2.9,-15.8,-9.4,27.4,0,,,0,14,,<31,-115.03,51.03,KANANASKIS,3053600,-8,-13.5,-10.8,28.8,0,0,0,0,11,734488,1.7,NaN,8.2,1.95,15.5,0.399,13.3,62.8,15.6,NaN,3.32,0.761,73.4,0.245,NaN,60.8,62.6
-115.55,51.19,BANFF CS,3050519,2010-12-17,-11.6,-26.3,-19,37,0,,,0,14,,<31,-115.03,51.03,KANANASKIS,3053600,-13.5,-24.5,-19,37,0,0,0,0,11,734489,1.55,NaN,8.1,1.88,15.2,0.407,12.5,61.3,15.6,NaN,3.32,0.75,69.3,0.24,NaN,60.9,62.6
-115.55,51.19,BANFF CS,3050519,2010-12-18,-13,-28.6,-20.8,38.8,0,,,0.2,14,,<31,-115.03,51.03,KANANASKIS,3053600,-13.5,-26,-19.8,37.8,0,0,0,0,11,734490,1.45,NaN,8.2,1.8,9.47,0.41,12.6,52.8,9.06,NaN,3.33,0.73,61.5,0.228,NaN,56.3,58.1
-115.55,51.19,BANFF CS,3050519,2010-12-19,-15.2,-26.6,-20.9,38.9,0,,,0,14,,<31,-115.03,51.03,KANANASKIS,3053600,-12.5,-19,-15.8,33.8,0,0,1,1,11,734491,1.38,NaN,8.62,1.7,8.54,0.418,12.2,46.2,9.31,NaN,3.34,0.705,62,0.212,NaN,53.7,55.5
-115.55,51.19,BANFF CS,3050519,2010-12-20,-11.7,-28.6,-20.2,38.2,0,,,0.3,14,22,32,-115.03,51.03,KANANASKIS,3053600,-3.5,-26.5,-15,33,0,0,0,0,12,734492,1.35,NaN,8.84,1.6,16.9,0.421,12.9,53.5,15.7,NaN,3.34,0.68,63.7,0.22,NaN,54.5,56.3
-115.55,51.19,BANFF CS,3050519,2010-12-21,-4.8,-15,-9.9,27.9,0,,,0,14,20,32,-115.03,51.03,KANANASKIS,3053600,1.5,-15,-6.8,24.8,0,0,0,0,12,734493,1.4,NaN,9.49,1.55,15,0.427,12.6,60.9,15.6,NaN,3.32,0.66,64.5,0.226,NaN,55.1,56.9
-115.55,51.19,BANFF CS,3050519,2010-12-22,-5.3,-14.9,-10.1,28.1,0,,,0,14,,<31,-115.03,51.03,KANANASKIS,3053600,-3,-12.5,-7.8,25.8,0,0,0,0,12,734494,1.47,NaN,10.3,1.52,15.3,0.425,13.3,61.9,15.6,NaN,3.33,0.645,63.9,0.242,NaN,53.7,55.5
-115.55,51.19,BANFF CS,3050519,2010-12-23,-2.3,-9,-5.7,23.7,0,,,0,14,,<31,-115.03,51.03,KANANASKIS,3053600,4.5,-8.5,-2,20,0,0,0,0,12,734495,1.5,NaN,10.5,1.56,15.2,0.424,12.2,62.9,15.8,NaN,3.29,0.665,63.2,0.25,NaN,53.7,55.5
-115.55,51.19,BANFF CS,3050519,2010-12-24,-3.8,-11,-7.4,25.4,0,,,0,14,24,39,-115.03,51.03,KANANASKIS,3053600,8,-4.5,1.8,16.2,0,0,0,0,12,734496,1.48,NaN,10.5,1.64,8.44,0.422,11.6,55.6,11.7,NaN,3.33,0.7,61.8,0.255,NaN,53.5,55.3
-115.55,51.19,BANFF CS,3050519,2010-12-25,0.7,-6.7,-3,21,0,,,0,15,23,37,-115.03,51.03,KANANASKIS,3053600,8.5,1,4.8,13.2,0,0,0,0,11,734497,1.44,NaN,10.4,1.72,8.02,0.421,11.7,48.4,8.02,NaN,3.33,0.75,55.4,0.262,NaN,52.8,54.6
-115.55,51.19,BANFF CS,3050519,2010-12-26,1.4,-11.2,-4.9,22.9,0,,,0,15,24,32,-115.03,51.03,KANANASKIS,3053600,8,-5.5,1.3,16.7,0,0,0,0,11,734498,1.4,NaN,10.1,1.75,7.98,0.417,12.1,46.1,8.01,NaN,3.36,0.78,61.6,0.27,NaN,53.1,54.8
-115.55,51.19,BANFF CS,3050519,2010-12-27,-1.6,-4,-2.8,20.8,0,,,0,15,22,43,-115.03,51.03,KANANASKIS,3053600,1,-1.5,-0.3,18.3,0,0,0,0,11,734499,1.35,NaN,9.5,1.78,9.17,0.419,11.6,51.3,13.1,NaN,3.37,0.825,62.5,0.276,NaN,53.8,55.6
-115.55,51.19,BANFF CS,3050519,2010-12-28,-3.2,-7.2,-5.2,23.2,0,0,,0.9,14,3,39,-115.03,51.03,KANANASKIS,3053600,-0.5,-7.5,-4,22,0,0,7,7,11,734500,1.27,NaN,8.6,1.75,12.3,0.422,11.3,54.1,13,NaN,3.4,0.84,62.1,0.269,NaN,52.3,54.1
-115.55,51.19,BANFF CS,3050519,2010-12-29,-7.1,-16.4,-11.8,29.8,0,,,1.2,17,2,33,-115.03,51.03,KANANASKIS,3053600,-10,-14,-12,30,0,0,4,4,18,734501,1.18,NaN,8.2,1.7,13,0.413,11.7,55.8,13.1,NaN,3.42,0.825,62.4,0.258,NaN,53.8,55.6
-115.55,51.19,BANFF CS,3050519,2010-12-30,-13.8,-29.2,-21.5,39.5,0,,,0.4,17,,<31,-115.03,51.03,KANANASKIS,3053600,-14.5,-22.5,-18.5,36.5,0,0,0,0,22,734502,1.13,NaN,8.25,1.6,13.6,0.413,11.1,52.3,14.3,NaN,3.37,0.81,61.1,0.25,NaN,53.2,54.9
-115.55,51.19,BANFF CS,3050519,2010-12-31,-15.1,-31.1,-23.1,41.1,0,,,0,17,,<31,-115.03,51.03,KANANASKIS,3053600,-10,-28,-19,37,0,0,0,0,22,734503,1.12,NaN,8.27,1.52,12.7,0.428,11.5,54.3,14.3,NaN,3.06,0.8,62.2,0.242,NaN,52.4,54.1
-115.55,51.19,BANFF CS,3050519,2011-01-01,-12.8,-19.9,-16.4,34.4,0,,,0,17,25,43,-115.03,51.03,KANANASKIS,3053600,-7,-18.5,-12.8,30.8,0,0,0,0,22,734504,1.13,NaN,8.64,1.48,8.08,0.373,11,39.6,7.42,NaN,2.71,0.817,56.3,0.262,NaN,50.8,54.1
-115.55,51.19,BANFF CS,3050519,2011-01-02,-10.6,-17.1,-13.9,31.9,0,,,0,14,25,44,-115.03,51.03,KANANASKIS,3053600,-7,-15.5,-11.3,29.3,0,0,0,0,22,734505,1.15,NaN,8.98,1.45,8.01,0.397,10.7,37.1,6.58,NaN,2.69,0.733,57.5,0.266,NaN,52.3,55.6
-115.55,51.19,BANFF CS,3050519,2011-01-03,-11.9,-18.5,-15.2,33.2,0,,,0,14,25,33,-115.03,51.03,KANANASKIS,3053600,-9,-21,-15,33,0,0,0,0,22,734506,1.14,NaN,8.99,1.46,13.6,0.402,11.8,48.5,15.6,NaN,2.65,0.659,61.3,0.253,NaN,52.1,55.5
-115.55,51.19,BANFF CS,3050519,2011-01-04,-8,-16.4,-12.2,30.2,0,,,0,14,23,41,-115.03,51.03,KANANASKIS,3053600,2.5,-16,-6.8,24.8,0,0,0,0,22,734507,1.14,NaN,9.27,1.48,14.7,0.406,11.7,49,16.1,NaN,2.67,0.71,62.3,0.252,NaN,51.1,54.1
-115.55,51.19,BANFF CS,3050519,2011-01-05,-4.9,-10.7,-7.8,25.8,0,,,0,14,23,44,-115.03,51.03,KANANASKIS,3053600,7,-2.5,2.3,15.7,0,0,0,0,22,734508,1.17,NaN,9.92,1.51,14.6,0.412,12.4,52.8,15.5,NaN,2.62,0.707,56.3,0.269,NaN,53.1,55.6
-115.55,51.19,BANFF CS,3050519,2011-01-06,0.1,-5.1,-2.5,20.5,0,,,0.2,14,25,43,-115.03,51.03,KANANASKIS,3053600,6,1,3.5,14.5,0,0,0,0,22,734509,1.19,NaN,10.4,1.53,14.7,0.413,12.7,53.6,15.4,NaN,2.6,0.687,58.7,0.29,NaN,53.4,55.6
-115.55,51.19,BANFF CS,3050519,2011-01-07,0,-5,-2.5,20.5,0,,,1,15,,<31,-115.03,51.03,KANANASKIS,3053600,6.5,-8.5,-1,19,0,0,0,0,21,734510,1.16,NaN,10.7,1.54,14.7,0.415,12.4,54.9,15.3,NaN,2.57,0.667,57.4,0.313,NaN,53.7,55.6
-115.55,51.19,BANFF CS,3050519,2011-01-08,-2.1,-13.1,-7.6,25.6,0,,,0.8,15,33,32,-115.03,51.03,KANANASKIS,3053600,-6,-10,-8,26,0,0,9,9,21,734511,1.14,NaN,10.7,1.57,8.14,0.411,12,45.6,6.57,NaN,2.54,0.66,55.5,0.309,NaN,52,54.1
-115.55,51.19,BANFF CS,3050519,2011-01-09,-13.1,-19.9,-16.5,34.5,0,,,1.6,17,,<31,-115.03,51.03,KANANASKIS,3053600,-13.5,-15.5,-14.5,32.5,0,0,1,1,30,734512,1.08,NaN,10.3,1.6,8.42,0.42,11.2,38.2,7.87,NaN,2.5,0.607,57.2,0.266,NaN,51.7,54.2
-115.55,51.19,BANFF CS,3050519,2011-01-10,-12.7,-29.1,-20.9,38.9,0,,,0.2,17,,<31,-115.03,51.03,KANANASKIS,3053600,-12.5,-23.5,-18,36,0,0,0,0,30,734513,1.02,NaN,9.07,1.55,16.4,0.407,11.7,48.7,15.5,NaN,2.45,0.559,61.3,0.229,NaN,50,52.9
-115.55,51.19,BANFF CS,3050519,2011-01-11,-15.6,-29.3,-22.5,40.5,0,,,0,18,22,32,-115.03,51.03,KANANASKIS,3053600,-10,-27.5,-18.8,36.8,0,0,0.6,0.6,29,734514,1,NaN,8.96,1.54,17,0.396,11.9,50.6,15.6,NaN,2.27,0.495,61.7,0.214,NaN,50.2,52.8
-115.55,51.19,BANFF CS,3050519,2011-01-12,-11.4,-19.8,-15.6,33.6,0,0,,2.5,17,24,33,-115.03,51.03,KANANASKIS,3053600,-14,-20.5,-17.3,35.3,0,0,1,1,29,734515,0.98,NaN,9.16,1.55,17,0.37,12.6,54.3,15.5,NaN,2.25,0.493,60.5,0.223,NaN,50.6,52.7
-115.55,51.19,BANFF CS,3050519,2011-01-13,-18.2,-21.7,-20,38,0,0,,3.2,18,,<31,-115.03,51.03,KANANASKIS,3053600,-19.5,-24,-21.8,39.8,0,0,4.6,4.6,30,734516,0.97,NaN,9.22,1.56,17.3,0.365,15.4,55.9,15.5,NaN,2.21,0.49,60.3,0.223,NaN,52.2,54.2
-115.55,51.19,BANFF CS,3050519,2011-01-14,-20,-22.4,-21.2,39.2,0,0,,15.1,30,,<31,-115.03,51.03,KANANASKIS,3053600,-20.5,-23,-21.8,39.8,0,0,5.4,5.4,33,734517,0.99,NaN,9.2,1.58,17.3,0.42,14.9,54.1,15.4,NaN,2.23,0.488,60.1,0.22,NaN,55.3,57.1
-115.55,51.19,BANFF CS,3050519,2011-01-15,1.3,-22.5,-10.6,28.6,0,,,0.9,41,,<31,-115.03,51.03,KANANASKIS,3053600,6,-26,-10,28,0,0,0,0,39,734518,1,NaN,9.29,1.61,13,0.39,14,48.7,10.7,NaN,2.24,0.493,60,0.216,NaN,55.1,57.4
-115.55,51.19,BANFF CS,3050519,2011-01-16,2.4,-14.7,-6.2,24.2,0,,,1.9,38,23,35,-115.03,51.03,KANANASKIS,3053600,10,-17.5,-3.8,21.8,0,0,0.2,0.2,37,734519,1.01,NaN,9.38,1.63,10.4,0.388,14.5,51.1,9.2,NaN,2.26,0.505,55.8,0.216,NaN,53.3,55.7
-115.55,51.19,BANFF CS,3050519,2011-01-17,2.8,-18.7,-8,26,0,0,,1.6,35,6,37,-115.03,51.03,KANANASKIS,3053600,-2.5,-23,-12.8,30.8,0,0,3.8,3.8,37,734520,1.02,NaN,9.34,1.6,15.8,0.385,14.5,56.2,15.6,NaN,2.32,0.519,61.7,0.217,NaN,53.9,57
-115.55,51.19,BANFF CS,3050519,2011-01-18,-3.9,-20.1,-12,30,0,,,0.6,37,,<31,-115.03,51.03,KANANASKIS,3053600,-2.5,-20.5,-11.5,29.5,0,0,0,0,37,734521,1.01,NaN,9.15,1.55,16,0.379,13.4,56.3,15.5,NaN,2.3,0.547,64.5,0.218,NaN,55.6,58.4
-115.55,51.19,BANFF CS,3050519,2011-01-19,-6.1,-22.5,-14.3,32.3,0,,,0,36,,<31,-115.03,51.03,KANANASKIS,3053600,0,-19.5,-9.8,27.8,0,0,0,0,36,734522,1.01,NaN,9.04,1.56,15.8,0.379,13.7,55.4,15.6,NaN,2.29,0.585,64.6,0.225,NaN,58.5,61.3
-115.55,51.19,BANFF CS,3050519,2011-01-20,-3.3,-8.7,-6,24,0,,,0,34,26,43,-115.03,51.03,KANANASKIS,3053600,3,-12,-4.5,22.5,0,0,0,0,33,734523,0.982,NaN,9.06,1.57,12.2,0.381,13.5,56.7,15.5,NaN,2.27,0.636,64.6,0.238,NaN,59.1,61.6
-115.55,51.19,BANFF CS,3050519,2011-01-21,-2.9,-5.2,-4.1,22.1,0,,,0,31,23,35,-115.03,51.03,KANANASKIS,3053600,4,-1,1.5,16.5,0,0,0,0,34,734524,1,NaN,9,1.59,15.7,0.382,13.8,56.3,15.6,NaN,2.26,0.691,64.3,0.241,NaN,59,61.2
-115.55,51.19,BANFF CS,3050519,2011-01-22,1.8,-5.3,-1.8,19.8,0,,,0,31,29,37,-115.03,51.03,KANANASKIS,3053600,5,-1,2,16,0,0,0,0,31,734525,0.994,NaN,8.83,1.62,8.57,0.379,15.4,49.2,7.9,NaN,2.26,0.696,62.3,0.229,NaN,62.2,64.1
-115.55,51.19,BANFF CS,3050519,2011-01-23,2.3,-6.7,-2.2,20.2,0,,,0,30,29,44,-115.03,51.03,KANANASKIS,3053600,5.5,-1,2.3,15.7,0,0,0,0,26,734526,0.985,NaN,8.52,1.65,7.56,0.378,14.9,44.6,6.62,NaN,2.24,0.685,62.3,0.237,NaN,61.6,64
-115.55,51.19,BANFF CS,3050519,2011-01-24,0,-9.6,-4.8,22.8,0,,,0,29,25,43,-115.03,51.03,KANANASKIS,3053600,7.5,-4,1.8,16.2,0,0,0,0,26,734527,0.987,NaN,8.08,1.7,12.8,0.366,21.8,52.8,12.9,NaN,2.23,0.7,68.6,0.301,NaN,61.1,64
-115.55,51.19,BANFF CS,3050519,2011-01-25,5.1,-4.3,0.4,17.6,0,,,0,29,23,35,-115.03,51.03,KANANASKIS,3053600,9.5,-3.5,3,15,0,0,0,0,25,734528,0.974,NaN,8.08,1.71,12.9,0.367,18.3,59.2,15.6,NaN,2.23,0.669,68.5,0.317,NaN,61.9,64.1
-115.55,51.19,BANFF CS,3050519,2011-01-26,3.3,0.1,1.7,16.3,0,,,0,29,25,37,-115.03,51.03,KANANASKIS,3053600,10,1,5.5,12.5,0,0,0,0,24,734529,0.975,NaN,7.86,1.65,12.9,0.367,23.6,63.5,15.5,NaN,2.22,0.658,63.6,0.359,NaN,63.7,65.4
-115.55,51.19,BANFF CS,3050519,2011-01-27,7.2,-0.5,3.4,14.6,0,,,0,28,22,44,-115.03,51.03,KANANASKIS,3053600,10.5,0.5,5.5,12.5,0,0,0,0,23,734530,0.95,NaN,7.72,1.54,12.9,0.367,23,61.7,15.6,NaN,2.24,0.655,64.7,0.406,NaN,64.9,66.9
-115.55,51.19,BANFF CS,3050519,2011-01-28,6.7,-6.3,0.2,17.8,0,0,,3,25,2,39,-115.03,51.03,KANANASKIS,3053600,-2,-4.5,-3.3,21.3,0,0,12.8,12.8,22,734531,0.935,NaN,7.47,1.44,7.7,0.371,23.4,61.5,14.3,NaN,2.25,0.625,66.3,0.412,NaN,64.6,66.7
-115.55,51.19,BANFF CS,3050519,2011-01-29,-6.3,-17.1,-11.7,29.7,0,0,,5.4,33,2,37,-115.03,51.03,KANANASKIS,3053600,-11,-14,-12.5,30.5,0,0,6,6,32,734532,0.89,NaN,7.28,1.33,2.8,0.386,20.4,51.8,15.5,NaN,2.3,0.572,64.3,0.383,NaN,63.8,66.4
-115.55,51.19,BANFF CS,3050519,2011-01-30,-14.6,-28.8,-21.7,39.7,0,,,1,33,,<31,-115.03,51.03,KANANASKIS,3053600,-13,-21.5,-17.3,35.3,0,0,0,0,38,734533,0.84,NaN,7.13,1.25,4.03,0.393,18.9,43,13,NaN,2.26,0.481,64.8,0.361,NaN,57.7,61
-115.55,51.19,BANFF CS,3050519,2011-01-31,-12.2,-36.3,-24.3,42.3,0,,,0,32,,<31,-115.03,51.03,KANANASKIS,3053600,-13,-31.5,-22.3,40.3,0,0,0,0,36,734534,0.888,NaN,7.2,1.22,10.5,0.38,19,48.7,15.8,NaN,2.06,0.54,69.5,0.337,NaN,55,58.4
-115.55,51.19,BANFF CS,3050519,2011-02-01,-10,-30.7,-20.4,38.4,0,,,0,32,23,33,-115.03,51.03,KANANASKIS,3053600,-6.5,-28,-17.3,35.3,0,0,0,0,30,734535,1.02,NaN,7.56,1.21,9.07,0.379,15.1,46.2,15.7,NaN,2.1,0.635,66.6,0.312,NaN,58.3,61.2
-115.55,51.19,BANFF CS,3050519,2011-02-02,-6.3,-17.5,-11.9,29.9,0,,,0,32,23,46,-115.03,51.03,KANANASKIS,3053600,-1,-17.5,-9.3,27.3,0,0,0,0,28,734536,1.02,NaN,7.88,1.23,8.55,0.361,20,48.3,15.9,NaN,2.21,0.717,68.4,0.322,NaN,61.4,64.2
-115.55,51.19,BANFF CS,3050519,2011-02-03,-3.6,-12.9,-8.3,26.3,0,,,0,29,24,48,-115.03,51.03,KANANASKIS,3053600,8.5,-12,-1.8,19.8,0,0,0,0,26,734537,0.978,NaN,8.2,1.27,8.45,0.337,19.6,52.7,15.7,NaN,2.19,0.713,63.8,0.356,NaN,63.5,65.5
-115.55,51.19,BANFF CS,3050519,2011-02-04,0.4,-6,-2.8,20.8,0,0,,1.3,27,23,43,-115.03,51.03,KANANASKIS,3053600,8.5,0,4.3,13.7,0,0,0,0,25,734538,1.02,NaN,8.3,1.3,8.41,0.343,19.7,54.3,15.4,NaN,2.17,0.694,60.9,0.388,NaN,60.3,62.7
-115.55,51.19,BANFF CS,3050519,2011-02-05,1.5,-6.2,-2.4,20.4,0,0,,3,28,,<31,-115.03,51.03,KANANASKIS,3053600,2.5,-3,-0.3,18.3,0,0,12,12,23,734539,1.01,NaN,7.98,1.34,6.69,0.352,18.6,52.1,10.6,NaN,2.15,0.647,60.6,0.417,NaN,61.6,64
