Longitude (x),Latitude (y),Station Name,Climate ID,Date/Time,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),Dir of Max Gust (10s deg),Spd of Max Gust (km/h),Longitude (x),Latitude (y),Station Name,Climate ID,Max Temp (°C),Min Temp (°C),Mean Temp (°C),Heat Deg Days (°C),Cool Deg Days (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),DateNum,FlowRate_05BA002,FlowRate_05BA001,FlowRate_05BB001,FlowRate_05BC001,FlowRate_05BD004,FlowRate_05BC008,FlowRate_05BE007,FlowRate_05BE004,FlowRate_05BF025,FlowRate_05BH013,FlowRate_05BG010,FlowRate_05BG006,FlowRate_05BE999,FlowRate_05BH015,FlowRate_05BH005,FlowRate_05BH008,FlowRate_05BH004
-115.55,51.19,BANFF CS,3050519,2019-06-03,,,,,,,,,,,,-115.03,51.03,KANANASKIS,3053600,24,10.5,17.3,0.7,0,0,0,0,0,737579,37.4,48.7,195,8.84,-9999999,-9999999,-9999999,-9999999,-9999999,1.09,3.05,5.02,223,3.55,252,-9999999,235
-115.55,51.19,BANFF CS,3050519,2019-06-04,,,,,,,,,,,,-115.03,51.03,KANANASKIS,3053600,22,4,13,5,0,0,0,0,0,737580,31.4,47.4,196,8.34,-9999999,-9999999,-9999999,-9999999,-9999999,0.995,2.99,4.14,218,3.25,237,-9999999,213
-115.55,51.19,BANFF CS,3050519,2019-06-05,,,,,,,,,,,,-115.03,51.03,KANANASKIS,3053600,19.5,1.5,10.5,7.5,0,0,0,0,0,737581,22.7,39.6,160,7.09,-9999999,-9999999,-9999999,-9999999,-9999999,0.909,2.38,3.61,248,2.96,277,-9999999,252
-115.55,51.19,BANFF CS,3050519,2019-06-06,,,,,,,,,,,,-115.03,51.03,KANANASKIS,3053600,17,3.5,10.3,7.7,0,6.5,0,6.5,0,737582,18.7,33.4,133,6.12,-9999999,-9999999,-9999999,-9999999,-9999999,0.847,2.3,3.41,221,2.77,246,-9999999,234
-115.55,51.19,BANFF CS,3050519,2019-06-07,7.1,0.4,3.8,14.2,0,,,19.5,,,,-115.03,51.03,KANANASKIS,3053600,5,0.5,2.8,15.2,0,15.9,0,15.9,0,737583,17.6,30.5,121,5.83,-9999999,-9999999,-9999999,-9999999,-9999999,0.854,3.88,5.78,193,3.28,208,-9999999,194
-115.55,51.19,BANFF CS,3050519,2019-06-08,12.6,0.1,6.4,11.6,0,,,0.3,,24,34,-115.03,51.03,KANANASKIS,3053600,14.5,0,7.3,10.7,0,0,0,0,0,737584,15.1,25.8,108,5.18,-9999999,-9999999,-9999999,-9999999,-9999999,0.828,4.53,6.55,183,4.64,207,-9999999,192
-115.55,51.19,BANFF CS,3050519,2019-06-09,15.9,2,8.9,9.1,0,,,0,,22,40,-115.03,51.03,KANANASKIS,3053600,16.5,-0.5,8,10,0,0,0,0,0,737585,13.4,21.7,94.2,4.73,-9999999,-9999999,-9999999,-9999999,-9999999,0.82,3.5,6.3,162,3.95,175,-9999999,180
-115.55,51.19,BANFF CS,3050519,2019-06-10,16.6,2.9,9.8,8.2,0,,,0,,26,35,-115.03,51.03,KANANASKIS,3053600,18,4,11,7,0,0,0,0,0,737586,12.5,19,85.1,4.48,-9999999,-9999999,-9999999,-9999999,-9999999,0.799,3.04,5.55,157,3.28,168,-9999999,152
-115.55,51.19,BANFF CS,3050519,2019-06-11,20.4,6.8,13.6,4.4,0,,,0,,23,36,-115.03,51.03,KANANASKIS,3053600,23,2.5,12.8,5.2,0,0,0,0,0,737587,12.5,17.8,81,4.36,-9999999,-9999999,-9999999,-9999999,-9999999,0.773,2.81,5.89,141,2.93,150,-9999999,146
-115.55,51.19,BANFF CS,3050519,2019-06-12,25.7,5,15.4,2.6,0,,,0,,19,31,-115.03,51.03,KANANASKIS,3053600,27.5,5,16.3,1.7,0,0,0,0,0,737588,15.8,19.3,88.9,4.58,-9999999,-9999999,-9999999,-9999999,-9999999,0.741,2.92,6.33,135,2.68,147,-9999999,141
-115.55,51.19,BANFF CS,3050519,2019-06-13,25.5,8.8,17.2,0.8,0,,,0.7,,30,51,-115.03,51.03,KANANASKIS,3053600,27,10,18.5,0,0.5,2.8,0,2.8,0,737589,21.4,24,107,5.14,-9999999,-9999999,-9999999,-9999999,-9999999,0.71,3.03,5.63,136,2.46,150,-9999999,136
-115.55,51.19,BANFF CS,3050519,2019-06-14,17.5,7.8,12.7,5.3,0,,,2.4,,3,33,-115.03,51.03,KANANASKIS,3053600,18.5,9,13.8,4.2,0,5.6,0,5.6,0,737590,25.6,31.2,135,6.13,-9999999,-9999999,-9999999,-9999999,-9999999,0.742,3.57,6.18,142,2.48,152,-9999999,141
-115.55,51.19,BANFF CS,3050519,2019-06-15,20.7,7.5,14.1,3.9,0,,,0.8,,,,-115.03,51.03,KANANASKIS,3053600,21,7.5,14.3,3.7,0,0.9,0,0.9,0,737591,22.9,34.2,139,6.14,-9999999,-9999999,-9999999,-9999999,-9999999,0.736,3.61,6.18,208,2.7,216,-9999999,188
-115.55,51.19,BANFF CS,3050519,2019-06-16,22.8,3.1,13,5,0,,,0,,5,33,-115.03,51.03,KANANASKIS,3053600,23,3,13,5,0,0.6,0,0.6,0,737592,21.6,35.2,135,5.72,-9999999,-9999999,-9999999,-9999999,-9999999,0.732,3.41,5.44,213,2.62,227,-9999999,204
-115.55,51.19,BANFF CS,3050519,2019-06-17,24.2,3,13.6,4.4,0,,,0,,1,33,-115.03,51.03,KANANASKIS,3053600,21.5,4.5,13,5,0,2.4,0,2.4,0,737593,21.8,35.7,133,5.54,-9999999,-9999999,-9999999,-9999999,-9999999,0.751,3.52,5.21,220,2.41,225,-9999999,205
-115.55,51.19,BANFF CS,3050519,2019-06-18,22.4,8.3,15.3,2.7,0,,,0.9,,31,34,-115.03,51.03,KANANASKIS,3053600,24,9,16.5,1.5,0,6.8,0,6.8,0,737594,26.1,39,138,5.6,-9999999,-9999999,-9999999,-9999999,-9999999,0.736,3.5,4.53,231,2.35,239,-9999999,229
-115.55,51.19,BANFF CS,3050519,2019-06-19,14.3,5.1,9.7,8.3,0,,,0.8,,32,44,-115.03,51.03,KANANASKIS,3053600,12,7,9.5,8.5,0,2.4,0,2.4,0,737595,23.1,39.8,146,5.67,-9999999,-9999999,-9999999,-9999999,-9999999,0.829,3.88,5.03,220,2.53,223,-9999999,221
-115.55,51.19,BANFF CS,3050519,2019-06-20,11.5,4.2,7.9,10.1,0,,,2.8,,24,31,-115.03,51.03,KANANASKIS,3053600,14,3.5,8.8,9.2,0,35.3,0,35.3,0,737596,17.2,34.9,127,5.26,-9999999,-9999999,-9999999,-9999999,-9999999,0.817,4.15,5.02,217,2.98,225,-9999999,219
-115.55,51.19,BANFF CS,3050519,2019-06-21,15.6,3.8,9.7,8.3,0,,,15.4,,,,-115.03,51.03,KANANASKIS,3053600,13.5,3,8.3,9.7,0,1.5,0,1.5,0,737597,17.4,31.1,118,6.59,-9999999,-9999999,-9999999,-9999999,-9999999,8.16,6.3,11.8,214,27.1,247,-9999999,254
-115.55,51.19,BANFF CS,3050519,2019-06-22,19.2,1.1,10.2,7.8,0,,,0,,23,31,-115.03,51.03,KANANASKIS,3053600,19.5,3,11.3,6.7,0,0,0,0,0,737598,15.8,27.5,113,6.54,-9999999,-9999999,-9999999,-9999999,-9999999,8.41,6.92,11.6,220,43,281,-9999999,252
-115.55,51.19,BANFF CS,3050519,2019-06-23,17.9,7.6,12.8,5.2,0,,,0,,22,36,-115.03,51.03,KANANASKIS,3053600,17,7,12,6,0,3.4,0,3.4,0,737599,15.4,25.6,105,6.36,-9999999,-9999999,-9999999,-9999999,-9999999,6.1,8.85,11.5,212,27.1,248,-9999999,244
-115.55,51.19,BANFF CS,3050519,2019-06-24,18.1,5,11.5,6.5,0,,,0.4,,,,-115.03,51.03,KANANASKIS,3053600,19,6.5,12.8,5.2,0,0,0,0,0,737600,15,24.5,104,6.09,-9999999,-9999999,-9999999,-9999999,-9999999,4.59,11.1,13.9,218,24.7,253,-9999999,232
-115.55,51.19,BANFF CS,3050519,2019-06-25,18.6,-0.2,9.2,8.8,0,,,0.3,,,,-115.03,51.03,KANANASKIS,3053600,17,2,9.5,8.5,0,0.1,0,0.1,0,737601,13.6,22.7,96.7,5.57,-9999999,-9999999,-9999999,-9999999,-9999999,3.33,10.4,10.6,187,19.6,223,-9999999,217
-115.55,51.19,BANFF CS,3050519,2019-06-26,18,5.2,11.6,6.4,0,,,8.2,,1,34,-115.03,51.03,KANANASKIS,3053600,19,4.5,11.8,6.2,0,9.3,0,9.3,0,737602,13.8,22.1,92.9,5.2,-9999999,-9999999,-9999999,-9999999,-9999999,2.58,9.63,10.6,155,15,177,-9999999,173
-115.55,51.19,BANFF CS,3050519,2019-06-27,11.7,7.5,9.6,8.4,0,,,8.6,,,,-115.03,51.03,KANANASKIS,3053600,11.5,8,9.8,8.2,0,12.3,0,12.3,0,737603,15.3,22.9,92.8,5.24,-9999999,-9999999,-9999999,-9999999,-9999999,2.49,12,18.8,139,13.3,161,-9999999,164
-115.55,51.19,BANFF CS,3050519,2019-06-28,16.7,5.4,11.1,6.9,0,,,0.3,,31,32,-115.03,51.03,KANANASKIS,3053600,18.5,2.5,10.5,7.5,0,0,0,0,0,737604,16.7,25.1,101,5.16,-9999999,-9999999,-9999999,-9999999,-9999999,2.52,14.2,26.5,151,13.2,163,-9999999,153
-115.55,51.19,BANFF CS,3050519,2019-06-29,16,5.2,10.6,7.4,0,,,0.2,,23,47,-115.03,51.03,KANANASKIS,3053600,18,2,10,8,0,0,0,0,0,737605,14.4,23.7,97.4,4.84,-9999999,-9999999,-9999999,-9999999,-9999999,2.21,11.5,15,141,10.9,160,-9999999,141
-115.55,51.19,BANFF CS,3050519,2019-06-30,19.3,3.3,11.3,6.7,0,,,0,,,,-115.03,51.03,KANANASKIS,3053600,21.5,3.5,12.5,5.5,0,0,0,0,0,737606,12.9,21.4,88.7,4.52,-9999999,-9999999,-9999999,-9999999,-9999999,1.85,11.1,10.4,139,8.94,153,-9999999,148
-115.55,51.19,BANFF CS,3050519,2019-07-01,21.3,4.6,12.9,5.1,0,,,0,,2,33,-115.03,51.03,KANANASKIS,3053600,22.5,2.5,12.5,5.5,0,8.1,0,8.1,0,737607,12.9,20.8,83.1,4.31,-9999999,-9999999,-9999999,-9999999,-9999999,1.54,11.5,8.63,139,7.54,151,-9999999,146
-115.55,51.19,BANFF CS,3050519,2019-07-02,14.8,4.7,9.8,8.2,0,,,16,,,,-115.03,51.03,KANANASKIS,3053600,16,5,10.5,7.5,0,0,0,0,0,737608,14.9,24.3,92,4.67,-9999999,-9999999,-9999999,-9999999,-9999999,1.4,12.9,10.4,140,6.87,152,-9999999,146
-115.55,51.19,BANFF CS,3050519,2019-07-03,17.7,3.3,10.5,7.5,0,,,1.1,,,,-115.03,51.03,KANANASKIS,3053600,19,1.5,10.3,7.7,0,7,0,7,0,737609,13.5,24.3,94.5,4.47,-9999999,-9999999,-9999999,-9999999,-9999999,1.19,13.5,8.91,141,6.68,152,-9999999,148
-115.55,51.19,BANFF CS,3050519,2019-07-04,9,5.3,7.2,10.8,0,,,21.9,,,,-115.03,51.03,KANANASKIS,3053600,8.5,7,7.8,10.2,0,28.5,0,28.5,0,737610,14.6,25.3,96.8,5.65,-9999999,-9999999,-9999999,-9999999,-9999999,1.52,15.1,18.8,137,13.3,154,-9999999,167
-115.55,51.19,BANFF CS,3050519,2019-07-05,14.7,4.7,9.7,8.3,0,,,11.1,,,,-115.03,51.03,KANANASKIS,3053600,12.5,5,8.8,9.2,0,5.2,0,5.2,0,737611,14.5,26.4,115,7.4,-9999999,-9999999,-9999999,-9999999,-9999999,2.24,16,28.6,170,25.1,196,-9999999,179
-115.55,51.19,BANFF CS,3050519,2019-07-06,18.1,6.7,12.4,5.6,0,,,1.5,,24,31,-115.03,51.03,KANANASKIS,3053600,19.5,7,13.3,4.7,0,1.9,0,1.9,0,737612,14.6,25.5,114,8.04,-9999999,-9999999,-9999999,-9999999,-9999999,2.49,13.3,24.3,236,19.8,265,-9999999,245
-115.55,51.19,BANFF CS,3050519,2019-07-07,18.8,5.6,12.2,5.8,0,,,2.8,,23,44,-115.03,51.03,KANANASKIS,3053600,21.5,6,13.8,4.2,0,3.7,0,3.7,0,737613,16.3,27.1,120,7.91,-9999999,-9999999,-9999999,-9999999,-9999999,2.24,11.7,21.8,231,17.6,264,-9999999,255
-115.55,51.19,BANFF CS,3050519,2019-07-08,20.6,8.3,14.4,3.6,0,,,1.5,,,,-115.03,51.03,KANANASKIS,3053600,20.5,7.5,14,4,0,0,0,0,0,737614,15.3,27.1,116,7.45,-9999999,-9999999,-9999999,-9999999,-9999999,1.99,11.2,17.7,204,15.7,231,-9999999,220
-115.55,51.19,BANFF CS,3050519,2019-07-09,23.4,4.2,13.8,4.2,0,,,0,,,,-115.03,51.03,KANANASKIS,3053600,21.5,6,13.8,4.2,0,0,0,0,0,737615,14.6,27.2,111,6.79,-9999999,-9999999,-9999999,-9999999,-9999999,1.68,9.32,16.1,188,13.3,210,-9999999,200
-115.55,51.19,BANFF CS,3050519,2019-07-10,19.6,9.4,14.5,3.5,0,,,0,,21,35,-115.03,51.03,KANANASKIS,3053600,23,10.5,16.8,1.2,0,0,0,0,0,737616,14.4,27.7,107,6.26,-9999999,-9999999,-9999999,-9999999,-9999999,1.46,9.23,15.8,185,11,205,-9999999,198
-115.55,51.19,BANFF CS,3050519,2019-07-11,21.2,11.2,16.2,1.8,0,,,0,,24,34,-115.03,51.03,KANANASKIS,3053600,22.5,10.5,16.5,1.5,0,0,0,0,0,737617,15.1,30.3,107,5.8,-9999999,-9999999,-9999999,-9999999,-9999999,1.28,8.59,11.4,184,9.33,202,-9999999,193
-115.55,51.19,BANFF CS,3050519,2019-07-12,23.7,5.4,14.5,3.5,0,,,0,,23,33,-115.03,51.03,KANANASKIS,3053600,25,6.5,15.8,2.2,0,0,0,0,0,737618,14.5,30.8,107,5.41,-9999999,-9999999,-9999999,-9999999,-9999999,1.14,6.86,9.19,171,7.82,198,-9999999,185
-115.55,51.19,BANFF CS,3050519,2019-07-13,24,9.9,16.9,1.1,0,,,0.1,,34,39,-115.03,51.03,KANANASKIS,3053600,24.5,10,17.3,0.7,0,0.2,0,0.2,0,737619,14.4,30.9,104,5.15,-9999999,-9999999,-9999999,-9999999,-9999999,1.03,7,8.07,140,6.75,157,-9999999,157
-115.55,51.19,BANFF CS,3050519,2019-07-14,16.6,9.1,12.9,5.1,0,,,9,,,,-115.03,51.03,KANANASKIS,3053600,24,6.5,15.3,2.7,0,3.7,0,3.7,0,737620,14.4,31.5,108,5.11,-9999999,-9999999,-9999999,-9999999,-9999999,0.96,7.16,8.67,142,6.03,157,-9999999,149
-115.55,51.19,BANFF CS,3050519,2019-07-15,20.3,6.1,13.2,4.8,0,,,0,,,,-115.03,51.03,KANANASKIS,3053600,20.5,4.5,12.5,5.5,0,0,0,0,0,737621,13.8,31.2,113,4.96,-9999999,-9999999,-9999999,-9999999,-9999999,0.883,6.94,7.71,131,5.61,146,-9999999,146
-115.55,51.19,BANFF CS,3050519,2019-07-16,18.6,8.5,13.6,4.4,0,,,0.4,,23,32,-115.03,51.03,KANANASKIS,3053600,18,9,13.5,4.5,0,1.6,0,1.6,0,737622,13.3,29.5,105,4.73,-9999999,-9999999,-9999999,-9999999,-9999999,0.837,7.74,8.2,146,5.32,156,-9999999,154
-115.55,51.19,BANFF CS,3050519,2019-07-17,17.1,4.1,10.6,7.4,0,,,0.8,,23,34,-115.03,51.03,KANANASKIS,3053600,19.5,6.5,13,5,0,0,0,0,0,737623,13.3,29.5,102,4.62,-9999999,-9999999,-9999999,-9999999,-9999999,0.778,8.16,9.01,135,5.36,151,-9999999,148
-115.55,51.19,BANFF CS,3050519,2019-07-18,14.7,6.4,10.6,7.4,0,,,3.3,,22,41,-115.03,51.03,KANANASKIS,3053600,17.5,7.5,12.5,5.5,0,1,0,1,0,737624,14.3,32.9,106,4.65,-9999999,-9999999,-9999999,-9999999,-9999999,0.715,7.72,6.99,175,4.76,176,-9999999,169
-115.55,51.19,BANFF CS,3050519,2019-07-19,12.2,4.8,8.5,9.5,0,,,0.9,,,,-115.03,51.03,KANANASKIS,3053600,13.5,7,10.3,7.7,0,4.3,0,4.3,0,737625,12.9,29.2,104,4.47,-9999999,-9999999,-9999999,-9999999,-9999999,0.665,7.42,6.16,176,4.14,183,-9999999,178
-115.55,51.19,BANFF CS,3050519,2019-07-20,12,5.9,9,9,0,,,11.5,,,,-115.03,51.03,KANANASKIS,3053600,14.5,7,10.8,7.2,0,16,0,16,0,737626,12,24.7,96.2,4.7,-9999999,-9999999,-9999999,-9999999,-9999999,0.803,8.92,7.06,161,4.07,178,-9999999,178
-115.55,51.19,BANFF CS,3050519,2019-07-21,23.2,4.5,13.9,4.1,0,,,0,,,,-115.03,51.03,KANANASKIS,3053600,24,1.5,12.8,5.2,0,0,0,0,0,737627,11.3,21.8,89.5,4.62,-9999999,-9999999,-9999999,-9999999,-9999999,0.763,13,8.25,154,5.24,164,-9999999,154
-115.55,51.19,BANFF CS,3050519,2019-07-22,27.8,5,16.4,1.6,0,,,0,,,,-115.03,51.03,KANANASKIS,3053600,26.5,6.5,16.5,1.5,0,0.6,0,0.6,0,737628,11.8,21.5,85.5,4.37,-9999999,-9999999,-9999999,-9999999,-9999999,0.716,10.2,6.14,155,4.54,164,-9999999,156
-115.55,51.19,BANFF CS,3050519,2019-07-23,29.5,10.5,20,0,2,,,0,,,,-115.03,51.03,KANANASKIS,3053600,30.5,9.5,20,0,2,3.6,0,3.6,0,737629,12.8,23.4,86,4.24,-9999999,-9999999,-9999999,-9999999,-9999999,0.688,9.21,5.38,154,3.87,162,-9999999,161
-115.55,51.19,BANFF CS,3050519,2019-07-24,18.8,9.9,14.4,3.6,0,,,9.3,,22,45,-115.03,51.03,KANANASKIS,3053600,19.5,9.5,14.5,3.5,0,3.2,0,3.2,0,737630,15.7,29.4,97.9,4.61,-9999999,-9999999,-9999999,-9999999,-9999999,0.682,9.26,5.29,150,3.55,159,-9999999,153
-115.55,51.19,BANFF CS,3050519,2019-07-25,21.7,12,16.9,1.1,0,,,0,,24,44,-115.03,51.03,KANANASKIS,3053600,22.5,13.5,18,0,0,0,0,0,0,737631,13.9,31.1,108,4.49,-9999999,-9999999,-9999999,-9999999,-9999999,0.626,8.92,4.73,144,3.33,154,-9999999,145
-115.55,51.19,BANFF CS,3050519,2019-07-26,25.3,5.8,15.6,2.4,0,,,0,,23,35,-115.03,51.03,KANANASKIS,3053600,26.5,6,16.3,1.7,0,0,0,0,0,737632,12.6,28.6,98.1,4.27,-9999999,-9999999,-9999999,-9999999,-9999999,0.604,8.55,4.31,156,2.91,156,-9999999,155
-115.55,51.19,BANFF CS,3050519,2019-07-27,22.5,7.3,14.9,3.1,0,,,3.7,,33,62,-115.03,51.03,KANANASKIS,3053600,23,7.5,15.3,2.7,0,1,0,1,0,737633,12.9,28.2,93.7,4.2,-9999999,-9999999,-9999999,-9999999,-9999999,0.587,8.45,4.11,168,2.6,182,-9999999,168
-115.55,51.19,BANFF CS,3050519,2019-07-28,21.6,8.2,14.9,3.1,0,,,0,,25,32,-115.03,51.03,KANANASKIS,3053600,23.5,7.5,15.5,2.5,0,0,0,0,0,737634,11.8,26.8,92,4.09,-9999999,-9999999,-9999999,-9999999,-9999999,0.558,8.4,3.91,144,2.36,151,-9999999,144
-115.55,51.19,BANFF CS,3050519,2019-07-29,24,3.2,13.6,4.4,0,,,0,,,,-115.03,51.03,KANANASKIS,3053600,24,3.5,13.8,4.2,0,0,0,0,0,737635,10.6,24.4,84.6,3.94,-9999999,-9999999,-9999999,-9999999,-9999999,0.532,8.39,3.76,132,2.18,140,-9999999,141
-115.55,51.19,BANFF CS,3050519,2019-07-30,24.1,4.5,14.3,3.7,0,,,0,,31,32,-115.03,51.03,KANANASKIS,3053600,25,4.5,14.8,3.2,0,0,0,0,0,737636,10.1,22.5,79.6,3.87,-9999999,-9999999,-9999999,-9999999,-9999999,0.509,8.4,3.64,133,2.04,140,-9999999,138
-115.55,51.19,BANFF CS,3050519,2019-07-31,25.2,5.1,15.2,2.8,0,,,0,,,,-115.03,51.03,KANANASKIS,3053600,24,5,14.5,3.5,0,0,0,0,0,737637,9.59,21.4,76.1,3.76,-9999999,-9999999,-9999999,-9999999,-9999999,0.485,8.49,3.59,133,1.95,142,-9999999,137
-115.55,51.19,BANFF CS,3050519,2019-08-01,26.3,4.4,15.4,2.6,0,,,0,,,,-115.03,51.03,KANANASKIS,3053600,27,7,17,1,0,0,0,0,0,737638,9.48,21.4,74,3.64,-9999999,-9999999,-9999999,-9999999,-9999999,0.462,8.81,3.55,124,1.9,130,-9999999,128
-115.55,51.19,BANFF CS,3050519,2019-08-02,26.5,4.4,15.5,2.5,0,,,0,,23,48,-115.03,51.03,KANANASKIS,3053600,26,7.5,16.8,1.2,0,0,0,0,0,737639,9.75,22.3,72.9,3.54,-9999999,-9999999,-9999999,-9999999,-9999999,0.441,9.92,3.34,125,1.85,131,-9999999,125
-115.55,51.19,BANFF CS,3050519,2019-08-03,21.7,8.6,15.2,2.8,0,,,0,,23,36,-115.03,51.03,KANANASKIS,3053600,23,8.5,15.8,2.2,0,0,0,0,0,737640,9.96,23.3,74,3.44,-9999999,-9999999,-9999999,-9999999,-9999999,0.423,9.98,3.17,116,1.71,124,-9999999,119
-115.55,51.19,BANFF CS,3050519,2019-08-04,24,1.7,12.9,5.1,0,,,0,,,,-115.03,51.03,KANANASKIS,3053600,25,3.5,14.3,3.7,0,0,0,0,0,737641,8.75,21.5,70.9,3.38,-9999999,-9999999,-9999999,-9999999,-9999999,0.398,10.1,3.05,112,1.56,117,-9999999,115
-115.55,51.19,BANFF CS,3050519,2019-08-05,26.5,3.8,15.2,2.8,0,,,0,,,,-115.03,51.03,KANANASKIS,3053600,28.5,4,16.3,1.7,0,0,0,0,0,737642,8.37,20.5,66.7,3.3,-9999999,-9999999,-9999999,-9999999,-9999999,0.377,10.1,2.95,114,1.45,120,-9999999,113
-115.55,51.19,BANFF CS,3050519,2019-08-06,24.4,6.8,15.6,2.4,0,,,7.3,,6,41,-115.03,51.03,KANANASKIS,3053600,23,7.5,15.3,2.7,0,2.2,0,2.2,0,737643,8.7,20.6,65.2,3.25,-9999999,-9999999,-9999999,-9999999,-9999999,0.369,10.3,3.16,105,1.42,112,-9999999,115
-115.55,51.19,BANFF CS,3050519,2019-08-07,26.7,9.4,18.1,0,0.1,,,1.9,,,,-115.03,51.03,KANANASKIS,3053600,22,10.5,16.3,1.7,0,0,0,0,0,737644,9.72,23.1,69.4,3.19,-9999999,-9999999,-9999999,-9999999,-9999999,0.355,10.5,3.6,103,1.42,109,-9999999,107
-115.55,51.19,BANFF CS,3050519,2019-08-08,28.6,13.2,20.9,0,2.9,,,0,,,,-115.03,51.03,KANANASKIS,3053600,29,12.5,20.8,0,2.8,0,0,0,0,737645,9.44,23.5,69.9,3.12,-9999999,-9999999,-9999999,-9999999,-9999999,0.325,10.3,3.14,104,1.38,111,-9999999,103
-115.55,51.19,BANFF CS,3050519,2019-08-09,22.1,6.8,14.4,3.6,0,,,13.3,,7,42,-115.03,51.03,KANANASKIS,3053600,18.5,10,14.3,3.7,0,6.9,0,6.9,0,737646,9.04,23.2,69,3.07,-9999999,-9999999,-9999999,-9999999,-9999999,0.307,10.2,2.94,117,1.3,121,-9999999,109
-115.55,51.19,BANFF CS,3050519,2019-08-10,16.8,8.9,12.9,5.1,0,,,11.1,,,,-115.03,51.03,KANANASKIS,3053600,13.5,8.5,11,7,0,0.5,0,0.5,0,737647,8.96,22.6,71.6,3.38,-9999999,-9999999,-9999999,-9999999,-9999999,0.313,11.2,4.03,112,1.37,118,-9999999,120
-115.55,51.19,BANFF CS,3050519,2019-08-11,18.9,10.1,14.5,3.5,0,,,1.3,,2,36,-115.03,51.03,KANANASKIS,3053600,15.5,9.5,12.5,5.5,0,13,0,13,0,737648,9.28,23.3,69.6,3.25,-9999999,-9999999,-9999999,-9999999,-9999999,0.363,10.6,3.78,112,1.51,118,-9999999,115
-115.55,51.19,BANFF CS,3050519,2019-08-12,17,10.1,13.6,4.4,0,,,13.9,,,,-115.03,51.03,KANANASKIS,3053600,18,10,14,4,0,4.6,0,4.6,0,737649,9.98,23.6,74.1,3.74,-9999999,-9999999,-9999999,-9999999,-9999999,0.451,10.8,4.78,102,1.86,109,-9999999,106
-115.55,51.19,BANFF CS,3050519,2019-08-13,19.7,8.3,14,4,0,,,0.4,,,,-115.03,51.03,KANANASKIS,3053600,20.5,7.5,14,4,0,0,0,0,0,737650,9.72,23.6,76.3,3.51,-9999999,-9999999,-9999999,-9999999,-9999999,0.392,11.7,8.35,118,2.85,124,-9999999,121
-115.55,51.19,BANFF CS,3050519,2019-08-14,21.8,7.7,14.7,3.3,0,,,0,,35,37,-115.03,51.03,KANANASKIS,3053600,22.5,6.5,14.5,3.5,0,0.2,0,0.2,0,737651,8.8,22.4,71.4,3.31,-9999999,-9999999,-9999999,-9999999,-9999999,0.353,11.1,6.99,118,2.8,125,-9999999,122
-115.55,51.19,BANFF CS,3050519,2019-08-15,21.2,4.7,12.9,5.1,0,,,0,,22,35,-115.03,51.03,KANANASKIS,3053600,22,4.5,13.3,4.7,0,0,0,0,0,737652,8.24,20.7,67.6,3.18,-9999999,-9999999,-9999999,-9999999,-9999999,0.332,9.93,4.9,117,2.22,124,-9999999,121
-115.55,51.19,BANFF CS,3050519,2019-08-16,17.8,6.3,12,6,0,,,15.9,,,,-115.03,51.03,KANANASKIS,3053600,13.5,9,11.3,6.7,0,19.2,0,19.2,0,737653,8.6,21,65,3.28,-9999999,-9999999,-9999999,-9999999,-9999999,0.379,10.3,4.3,114,1.88,120,-9999999,121
-115.55,51.19,BANFF CS,3050519,2019-08-17,15.2,1.2,8.2,9.8,0,,,1,,,,-115.03,51.03,KANANASKIS,3053600,16.5,0.5,8.5,9.5,0,0,0,0,0,737654,8.25,19.6,71,3.99,-9999999,-9999999,-9999999,-9999999,-9999999,0.475,9.94,4.22,111,1.85,117,-9999999,113
-115.55,51.19,BANFF CS,3050519,2019-08-18,22,9.3,15.6,2.4,0,,,0,,22,40,-115.03,51.03,KANANASKIS,3053600,22.5,10,16.3,1.7,0,0,0,0,0,737655,7.3,19,65.9,3.78,-9999999,-9999999,-9999999,-9999999,-9999999,0.414,9.34,3.86,107,1.86,113,-9999999,106
-115.55,51.19,BANFF CS,3050519,2019-08-19,23,8.9,16,2,0,,,0,,20,35,-115.03,51.03,KANANASKIS,3053600,18.5,8.5,13.5,4.5,0,0,0,0,0,737656,6.98,18.1,63,3.57,-9999999,-9999999,-9999999,-9999999,-9999999,0.401,8.88,3.58,102,1.6,108,-9999999,104
-115.55,51.19,BANFF CS,3050519,2019-08-20,25.7,3.9,14.8,3.2,0,,,0,,,,-115.03,51.03,KANANASKIS,3053600,25.5,4,14.8,3.2,0,0,0,0,0,737657,6.46,17.4,60,3.43,-9999999,-9999999,-9999999,-9999999,-9999999,0.387,8.39,3.4,102,1.42,109,-9999999,102
-115.55,51.19,BANFF CS,3050519,2019-08-21,27.4,9.4,18.4,0,0.4,,,0,,25,37,-115.03,51.03,KANANASKIS,3053600,28,9.5,18.8,0,0.8,0.4,0,0.4,0,737658,6.46,18,57.7,3.31,-9999999,-9999999,-9999999,-9999999,-9999999,0.385,7.89,3.24,102,1.29,108,-9999999,101
